search_event_id,search_role,stream,source_name,source_provider,search_type,query_family_id,protocol_categories,counterexample_focus,exact_query,filters,executed_at,timezone,result_count,result_count_status,captured_result_count,pagination_completeness_boundary,export_capture_method,source_url_or_endpoint,request_url,raw_payload_paths,raw_payload_sha256s,network_status,retrieval_error,peer_checker_id,assistance_mode,notes
P2E1B_PUBMED_03,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF03_KNOWLEDGE_GRAPHS,CAT_03|CAT_01,NOT_APPLICABLE,"(((""knowledge graph""[Title/Abstract] OR ""evidence graph""[Title/Abstract] OR ""semantic graph""[Title/Abstract]) AND (biomedical[Title/Abstract] OR ""drug target""[Title/Abstract] OR ""target discovery""[Title/Abstract] OR ""target prioritization""[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:50:42Z,UTC,516,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_516_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28%22knowledge+graph%22%5BTitle%2FAbstract%5D+OR+%22evidence+graph%22%5BTitle%2FAbstract%5D+OR+%22semantic+graph%22%5BTitle%2FAbstract%5D%29+AND+%28biomedical%5BTitle%2FAbstract%5D+OR+%22drug+target%22%5BTitle%2FAbstract%5D+OR+%22target+discovery%22%5BTitle%2FAbstract%5D+OR+%22target+prioritization%22%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_03_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_03_esummary.json,86f1c2fd9ee9f9f88a295593bcd35763e416ed4a5ff51005bbe4c6849a2a32dd|89a56df300be7ca8e728388527416b2ed3953a253cbc59b0ab9e0de1b63694b6,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_04,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF04_PROVENANCE,CAT_04,NOT_APPLICABLE,"(((provenance[Title/Abstract] OR lineage[Title/Abstract] OR attribution[Title/Abstract] OR traceability[Title/Abstract] OR ""source tracking""[Title/Abstract] OR derivation[Title/Abstract]) AND (biomedical[Title/Abstract] OR bioinformatics[Title/Abstract]) AND (integration[Title/Abstract] OR evidence[Title/Abstract] OR database[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:50:47Z,UTC,483,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_483_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28provenance%5BTitle%2FAbstract%5D+OR+lineage%5BTitle%2FAbstract%5D+OR+attribution%5BTitle%2FAbstract%5D+OR+traceability%5BTitle%2FAbstract%5D+OR+%22source+tracking%22%5BTitle%2FAbstract%5D+OR+derivation%5BTitle%2FAbstract%5D%29+AND+%28biomedical%5BTitle%2FAbstract%5D+OR+bioinformatics%5BTitle%2FAbstract%5D%29+AND+%28integration%5BTitle%2FAbstract%5D+OR+evidence%5BTitle%2FAbstract%5D+OR+database%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_04_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_04_esummary.json,0d1020f609896c7d1eb0b2e71e95031f4752c4b2fe1b506a536bb68d835e563a|8524761b795fd5f0e8aa36c65117001e4d6471aff011575743cb987f21a7c6f9,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_05,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF05_EVIDENCE_SYNTHESIS,CAT_05,NOT_APPLICABLE,"(((""evidence synthesis""[Title/Abstract] OR ""evidence assessment""[Title/Abstract] OR ""systematic review""[Title/Abstract] OR ""living review""[Title/Abstract]) AND (software[Title/Abstract] OR platform[Title/Abstract] OR tool[Title/Abstract] OR system[Title/Abstract]) AND (provenance[Title/Abstract] OR ""missing data""[Title/Abstract] OR uncertainty[Title/Abstract] OR conflict[Title/Abstract] OR dependence[Title/Abstract] OR ""evidence grading""[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:50:53Z,UTC,2221,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_2221_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28%22evidence+synthesis%22%5BTitle%2FAbstract%5D+OR+%22evidence+assessment%22%5BTitle%2FAbstract%5D+OR+%22systematic+review%22%5BTitle%2FAbstract%5D+OR+%22living+review%22%5BTitle%2FAbstract%5D%29+AND+%28software%5BTitle%2FAbstract%5D+OR+platform%5BTitle%2FAbstract%5D+OR+tool%5BTitle%2FAbstract%5D+OR+system%5BTitle%2FAbstract%5D%29+AND+%28provenance%5BTitle%2FAbstract%5D+OR+%22missing+data%22%5BTitle%2FAbstract%5D+OR+uncertainty%5BTitle%2FAbstract%5D+OR+conflict%5BTitle%2FAbstract%5D+OR+dependence%5BTitle%2FAbstract%5D+OR+%22evidence+grading%22%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_05_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_05_esummary.json,37dab0fba37561c848ce88e07886d492d25f30f7ef3cdc96dca378e11e63915c|3ea932a1d02827db80cf656ca7b98a91e33c4535c8a79fe0b4c7255065507414,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_06,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF06_MISSING_UNCERTAIN_DEPENDENT,CAT_06|CAT_05,NOT_APPLICABLE,"(((""missing data""[Title/Abstract] OR ""data absence""[Title/Abstract] OR coverage[Title/Abstract] OR ""not observed""[Title/Abstract] OR ""unavailable evidence""[Title/Abstract] OR ""incomplete evidence""[Title/Abstract] OR uncertainty[Title/Abstract] OR conflict[Title/Abstract] OR ""non-independent evidence""[Title/Abstract] OR ""correlated evidence""[Title/Abstract] OR ""evidence reuse""[Title/Abstract] OR ""duplicate evidence""[Title/Abstract] OR ""shared dataset""[Title/Abstract] OR ""overlapping cohort""[Title/Abstract]) AND (""evidence synthesis""[Title/Abstract] OR ""evidence integration""[Title/Abstract] OR meta-analysis[Title/Abstract] OR ""knowledge graph""[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:51:01Z,UTC,8215,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_8215_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28%22missing+data%22%5BTitle%2FAbstract%5D+OR+%22data+absence%22%5BTitle%2FAbstract%5D+OR+coverage%5BTitle%2FAbstract%5D+OR+%22not+observed%22%5BTitle%2FAbstract%5D+OR+%22unavailable+evidence%22%5BTitle%2FAbstract%5D+OR+%22incomplete+evidence%22%5BTitle%2FAbstract%5D+OR+uncertainty%5BTitle%2FAbstract%5D+OR+conflict%5BTitle%2FAbstract%5D+OR+%22non-independent+evidence%22%5BTitle%2FAbstract%5D+OR+%22correlated+evidence%22%5BTitle%2FAbstract%5D+OR+%22evidence+reuse%22%5BTitle%2FAbstract%5D+OR+%22duplicate+evidence%22%5BTitle%2FAbstract%5D+OR+%22shared+dataset%22%5BTitle%2FAbstract%5D+OR+%22overlapping+cohort%22%5BTitle%2FAbstract%5D%29+AND+%28%22evidence+synthesis%22%5BTitle%2FAbstract%5D+OR+%22evidence+integration%22%5BTitle%2FAbstract%5D+OR+meta-analysis%5BTitle%2FAbstract%5D+OR+%22knowledge+graph%22%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_06_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_06_esummary.json,8ba7bf044760142d539317a70b2d957bce8e929018ccacabb7bc3ae8b1092c69|d7e2cabab3a184a3599644f21f1352953bc1034451051a7074a75bd44fe33d3d,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_07,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF07_AI_TARGET_DISCOVERY,CAT_07|CAT_01,NOT_APPLICABLE,"(((""drug target discovery""[Title/Abstract] OR ""therapeutic target discovery""[Title/Abstract] OR ""target prioritization""[Title/Abstract] OR ""target identification""[Title/Abstract]) AND (""artificial intelligence""[Title/Abstract] OR ""machine learning""[Title/Abstract] OR ""large language model""[Title/Abstract] OR ""natural language processing""[Title/Abstract] OR ""graph neural network""[Title/Abstract]) AND (evidence[Title/Abstract] OR provenance[Title/Abstract] OR citation[Title/Abstract] OR ""knowledge graph""[Title/Abstract] OR interpretation[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:51:11Z,UTC,96,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_96_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28%22drug+target+discovery%22%5BTitle%2FAbstract%5D+OR+%22therapeutic+target+discovery%22%5BTitle%2FAbstract%5D+OR+%22target+prioritization%22%5BTitle%2FAbstract%5D+OR+%22target+identification%22%5BTitle%2FAbstract%5D%29+AND+%28%22artificial+intelligence%22%5BTitle%2FAbstract%5D+OR+%22machine+learning%22%5BTitle%2FAbstract%5D+OR+%22large+language+model%22%5BTitle%2FAbstract%5D+OR+%22natural+language+processing%22%5BTitle%2FAbstract%5D+OR+%22graph+neural+network%22%5BTitle%2FAbstract%5D%29+AND+%28evidence%5BTitle%2FAbstract%5D+OR+provenance%5BTitle%2FAbstract%5D+OR+citation%5BTitle%2FAbstract%5D+OR+%22knowledge+graph%22%5BTitle%2FAbstract%5D+OR+interpretation%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_07_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_07_esummary.json,ba43fb1145ed418cbc431033047c91be3f2646f3e9629d812db09fa26c3d7276|f7f89355642fd197315222ba448602cc88ba53ad437966f14c3d5d143065062b,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_08,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF08_COUNTER_DEPENDENCY,CAT_06|CAT_05|CAT_01,COUNTEREXAMPLE_DEPENDENCY,"(((""non-independent evidence""[Title/Abstract] OR ""dependent evidence""[Title/Abstract] OR ""correlated evidence""[Title/Abstract] OR ""evidence reuse""[Title/Abstract] OR ""duplicate evidence""[Title/Abstract] OR ""shared dataset""[Title/Abstract] OR ""overlapping cohort""[Title/Abstract]) AND (""evidence synthesis""[Title/Abstract] OR ""evidence integration""[Title/Abstract] OR meta-analysis[Title/Abstract] OR framework[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:51:18Z,UTC,22,SOURCE_EXPOSED_TOTAL,22,FIRST_22_OF_22_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28%22non-independent+evidence%22%5BTitle%2FAbstract%5D+OR+%22dependent+evidence%22%5BTitle%2FAbstract%5D+OR+%22correlated+evidence%22%5BTitle%2FAbstract%5D+OR+%22evidence+reuse%22%5BTitle%2FAbstract%5D+OR+%22duplicate+evidence%22%5BTitle%2FAbstract%5D+OR+%22shared+dataset%22%5BTitle%2FAbstract%5D+OR+%22overlapping+cohort%22%5BTitle%2FAbstract%5D%29+AND+%28%22evidence+synthesis%22%5BTitle%2FAbstract%5D+OR+%22evidence+integration%22%5BTitle%2FAbstract%5D+OR+meta-analysis%5BTitle%2FAbstract%5D+OR+framework%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_08_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_08_esummary.json,ac8b2bc9b02442d181408dd0176eec598f33cb26863700159055cb4054e8bca4|293e35285601dd1e1a2523012830390abe4c301efa86ba7dda4dcf8f6908448d,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_09,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF09_COUNTER_MISSINGNESS,CAT_06|CAT_05,COUNTEREXAMPLE_MISSINGNESS,"(((""structured missingness""[Title/Abstract] OR ""missingness mechanism""[Title/Abstract] OR ""missing data""[Title/Abstract] OR ""data absence""[Title/Abstract] OR ""not observed""[Title/Abstract] OR ""unavailable evidence""[Title/Abstract] OR ""incomplete evidence""[Title/Abstract]) AND (ontology[Title/Abstract] OR ""data model""[Title/Abstract] OR framework[Title/Abstract] OR ""evidence synthesis""[Title/Abstract] OR ""knowledge graph""[Title/Abstract]) AND (biomedical[Title/Abstract] OR clinical[Title/Abstract] OR health[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:51:24Z,UTC,862,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_862_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28%22structured+missingness%22%5BTitle%2FAbstract%5D+OR+%22missingness+mechanism%22%5BTitle%2FAbstract%5D+OR+%22missing+data%22%5BTitle%2FAbstract%5D+OR+%22data+absence%22%5BTitle%2FAbstract%5D+OR+%22not+observed%22%5BTitle%2FAbstract%5D+OR+%22unavailable+evidence%22%5BTitle%2FAbstract%5D+OR+%22incomplete+evidence%22%5BTitle%2FAbstract%5D%29+AND+%28ontology%5BTitle%2FAbstract%5D+OR+%22data+model%22%5BTitle%2FAbstract%5D+OR+framework%5BTitle%2FAbstract%5D+OR+%22evidence+synthesis%22%5BTitle%2FAbstract%5D+OR+%22knowledge+graph%22%5BTitle%2FAbstract%5D%29+AND+%28biomedical%5BTitle%2FAbstract%5D+OR+clinical%5BTitle%2FAbstract%5D+OR+health%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_09_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_09_esummary.json,c6b5442ac7099bf80f99450c955948e2e41d3c32f54c9c9a7037c6b84ea8dee6|f212488b9bc1fa882f8a2dc0bc606295272dc05fc06a1f014472eecc53391771,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_10,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF10_COUNTER_PROVENANCE_AGGREGATION,CAT_04|CAT_03|CAT_01,COUNTEREXAMPLE_PROVENANCE_THROUGH_AGGREGATION,"(((provenance[Title/Abstract] OR lineage[Title/Abstract] OR derivation[Title/Abstract] OR traceability[Title/Abstract] OR ""source attribution""[Title/Abstract]) AND (aggregation[Title/Abstract] OR summarization[Title/Abstract] OR ""evidence integration""[Title/Abstract] OR ""data integration""[Title/Abstract]) AND (biomedical[Title/Abstract] OR ""knowledge graph""[Title/Abstract] OR ""drug target""[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:51:31Z,UTC,26,SOURCE_EXPOSED_TOTAL,26,FIRST_26_OF_26_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28provenance%5BTitle%2FAbstract%5D+OR+lineage%5BTitle%2FAbstract%5D+OR+derivation%5BTitle%2FAbstract%5D+OR+traceability%5BTitle%2FAbstract%5D+OR+%22source+attribution%22%5BTitle%2FAbstract%5D%29+AND+%28aggregation%5BTitle%2FAbstract%5D+OR+summarization%5BTitle%2FAbstract%5D+OR+%22evidence+integration%22%5BTitle%2FAbstract%5D+OR+%22data+integration%22%5BTitle%2FAbstract%5D%29+AND+%28biomedical%5BTitle%2FAbstract%5D+OR+%22knowledge+graph%22%5BTitle%2FAbstract%5D+OR+%22drug+target%22%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_10_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_10_esummary.json,ae417e6416cc3861e591ebaa47ccdd7e876d1e6b938f69c019f81e6d75b5b76a|d643d58063488e3e7f088f4c29cff0595d444b6f1bb662ad27b71d571b173014,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_11,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF11_COUNTER_CLAIM_EVIDENCE,CAT_04|CAT_05|CAT_06|CAT_07,COUNTEREXAMPLE_CLAIM_EVIDENCE_BOUNDARY,"(((""claim evidence""[Title/Abstract] OR ""claim-evidence""[Title/Abstract] OR ""evidence graph""[Title/Abstract] OR nanopublication[Title/Abstract] OR argumentation[Title/Abstract]) AND (biomedical[Title/Abstract] OR scientific[Title/Abstract] OR clinical[Title/Abstract]) AND (causality[Title/Abstract] OR interpretation[Title/Abstract] OR provenance[Title/Abstract] OR assertion[Title/Abstract] OR knowledge[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T03:51:37Z,UTC,93,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_93_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28%22claim+evidence%22%5BTitle%2FAbstract%5D+OR+%22claim-evidence%22%5BTitle%2FAbstract%5D+OR+%22evidence+graph%22%5BTitle%2FAbstract%5D+OR+nanopublication%5BTitle%2FAbstract%5D+OR+argumentation%5BTitle%2FAbstract%5D%29+AND+%28biomedical%5BTitle%2FAbstract%5D+OR+scientific%5BTitle%2FAbstract%5D+OR+clinical%5BTitle%2FAbstract%5D%29+AND+%28causality%5BTitle%2FAbstract%5D+OR+interpretation%5BTitle%2FAbstract%5D+OR+provenance%5BTitle%2FAbstract%5D+OR+assertion%5BTitle%2FAbstract%5D+OR+knowledge%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_11_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_11_esummary.json,c5807a263226e339c32fde95855029fcc54d5d6f9915ec579be7b9ec1d73471c|b5126c1b1a635aa422f926d6aa0bd27c8ce73e33e744aa61c1eee8e4bf231179,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
P2E1B_PUBMED_12,PILOT_SEARCH,SCHOLARLY_DISCOVERY,PubMed,NCBI,BIOMEDICAL_BIBLIOGRAPHIC_API,QF12_CLAIM_BOUNDARY_VARIANTS,CAT_01|CAT_05|CAT_06,COUNTEREXAMPLE_CLAIM_EVIDENCE_BOUNDARY,"(((""evidence interpretation""[Title/Abstract] OR ""evidence grading""[Title/Abstract] OR ""strength of evidence""[Title/Abstract] OR ""causal inference boundary""[Title/Abstract] OR ""association versus causality""[Title/Abstract] OR ""clinical translation""[Title/Abstract]) AND (""drug target""[Title/Abstract] OR ""target evidence""[Title/Abstract] OR biomedical[Title/Abstract] OR ""evidence synthesis""[Title/Abstract] OR ""knowledge graph""[Title/Abstract]))) AND (""2010-01-01""[Date - Publication] : ""2026-09-03""[Date - Publication])","{""publication_date_from"":""2010-01-01"",""publication_date_to"":""2026-09-03"",""sort"":""relevance""}",2026-09-03T04:14:24Z,UTC,1725,SOURCE_EXPOSED_TOTAL,30,FIRST_30_OF_1725_SORT_RELEVANCE;RETSTART_0;RETMAX_30,NCBI_ESEARCH_JSON_PLUS_ESUMMARY_JSON,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%28%28%22evidence+interpretation%22%5BTitle%2FAbstract%5D+OR+%22evidence+grading%22%5BTitle%2FAbstract%5D+OR+%22strength+of+evidence%22%5BTitle%2FAbstract%5D+OR+%22causal+inference+boundary%22%5BTitle%2FAbstract%5D+OR+%22association+versus+causality%22%5BTitle%2FAbstract%5D+OR+%22clinical+translation%22%5BTitle%2FAbstract%5D%29+AND+%28%22drug+target%22%5BTitle%2FAbstract%5D+OR+%22target+evidence%22%5BTitle%2FAbstract%5D+OR+biomedical%5BTitle%2FAbstract%5D+OR+%22evidence+synthesis%22%5BTitle%2FAbstract%5D+OR+%22knowledge+graph%22%5BTitle%2FAbstract%5D%29%29%29+AND+%28%222010-01-01%22%5BDate+-+Publication%5D+%3A+%222026-09-03%22%5BDate+-+Publication%5D%29&retmode=json&retmax=30&sort=relevance,outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_12_esearch.json|outputs/phase_two/p2_e1_pilot_v0.1/search/raw_retrieval/p2e1b_pubmed_12_esummary.json,2b7660aa6f336ccb603f4e7e46c2005af2dc255d3ad7f7c840b62e995bfff1a6|b1aae6e77a8dae59b2089f3b6a723fcc344319de31e985f1baf8cbd6937fd848,SUCCESS,,PENDING,AI_ASSISTED_DISCOVERY,Pilot only; not a production-search denominator.
