dependency_id,record_a,record_b,relationship,dependency_level,reason,review_status
DEP_A24A756EF1D12DB33AA1A0E5,REC_CEB428964B67A0276DBC0831,REC_43634C08EBD59E33FD2174D1,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and safety records share the Open Targets delivery source and may share target annotations or literature.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_D34E690E30B5FCC3BA250951,REC_D51F1BFCB04DA3BBEBEB53DB,REC_33B041C62BC8C76919005AD4,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_98EE7BE4F6ED8DF4CEF9761C,REC_D51F1BFCB04DA3BBEBEB53DB,REC_43634C08EBD59E33FD2174D1,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate and safety summaries share a Platform release; exact upstream record overlap is unresolved.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_29F3009B359C288104ACE13F,REC_33B041C62BC8C76919005AD4,REC_43634C08EBD59E33FD2174D1,SAME_SOURCE,PARTIALLY_DEPENDENT,Tractability and safety are separate blocks but share the Open Targets target object and may reference overlapping pharmacology or literature.,REVIEWED_TASK013
DEP_442A96BD180272296F01551B,REC_D51F1BFCB04DA3BBEBEB53DB,REC_B0A444F01B46CB82C8F29E10,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_F220D81B8FDC2A89E53AEA09,REC_B0A444F01B46CB82C8F29E10,REC_33B041C62BC8C76919005AD4,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_F7D0B2CF438CD3A6855C191E,REC_FCDDF5136F16D483887C075F,REC_CDA868280F37A7A81D64C874,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_6842970BB4C6B3CE40DDFD00,REC_CF9DDF81CC2AA47B726A1C4D,REC_1CF48EB51CFA15AC87B2AD04,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_733AFBFF5BDE41007AB5F775,REC_0CAA6F8EFDBCC00D15806021,REC_F63046EB2C58E1F0107A5663,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_67A1C12AED3BFB466B781EC4,REC_39DA28CE82E6FA830AA11824,REC_80C7AAF887E3E0D6EFAA5955,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_7394EBA2777AF07C8BA3B53C,REC_D0898B6BAD838FB1D2411C4E,REC_2281651DCEC27FC7E55931D0,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_795E9C7AA4782AE4C188207A,REC_9894EF7B66ACB42A1010DC1D,REC_E0C67F86184A4B630AB0CA68,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_87B44CEA76C7E266F2915291,REC_9894EF7B66ACB42A1010DC1D,REC_35BE81A8DCCC01080FECE999,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_1992CAD27AA2A83BE6F0DE25,REC_E0C67F86184A4B630AB0CA68,REC_35BE81A8DCCC01080FECE999,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_A2032EAD32B1019C26437656,REC_E0C67F86184A4B630AB0CA68,REC_956D6777BA9EF832C26EC314,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_24EFDD7728538E1EFEEA9A32,REC_956D6777BA9EF832C26EC314,REC_35BE81A8DCCC01080FECE999,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_833417F8A85A7428694BDAEB,REC_0714B73AB4DEA4FC8EE1C186,REC_F80F10C8029AE032E7D51307,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_ECD81CE15FB241EDC8AB8ACB,REC_D2CB34B73DFD77AE92A4C0A2,REC_ADFC3B8386D35E68649CA40F,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_3E9BBEF392016A917561B225,REC_D2CB34B73DFD77AE92A4C0A2,REC_728C45AD89867938D031E445,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_C947D46BD8D88B6E8E32069A,REC_ADFC3B8386D35E68649CA40F,REC_728C45AD89867938D031E445,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_4588B6B80FB4C48CC8D4198C,REC_ADFC3B8386D35E68649CA40F,REC_E626E7A41156FD355BFC4D17,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_05DA8E7AD020E57E47F226AA,REC_E626E7A41156FD355BFC4D17,REC_728C45AD89867938D031E445,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_6D233E3CEE506781451ACCCC,REC_214DC0F9EB730958BE226C67,REC_10B569E6C6ED72215621AB1F,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_05ABB0F043D1F19893716C48,REC_B7A4DE5F43407E68FAA4B756,REC_14B781B1387F1572CE645048,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_5270BEDE083E9E763BB215F1,REC_B7A4DE5F43407E68FAA4B756,REC_B9AFA3845E72FE5E0CABDBFA,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_F38D4F146C35EB90DF2AB23B,REC_14B781B1387F1572CE645048,REC_B9AFA3845E72FE5E0CABDBFA,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_14C8AA07F911F055598C040C,REC_0919C960BB278CC73BCE4265,REC_58DFB4DBBF0E16D7F29C8669,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_6F7005C5B0543B06F12CCF15,REC_C320E401963A92DEB6873AE6,REC_6C85FF783A23F465AC5DD8E2,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_99A18BDC3C63DDD8973A769D,REC_B0A6AD182A22394C3484405F,REC_7251D8BF653579E02E35CAB6,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_6FB36BAD285DBCEB71F7852D,REC_B0A6AD182A22394C3484405F,REC_D6BC692AFD34779C20A5463A,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_97E8F428F5461FEE24DC94B2,REC_7251D8BF653579E02E35CAB6,REC_D6BC692AFD34779C20A5463A,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_BFAF23057F11B0A696717BA5,REC_DDC0E464D95B0BF7108CA2F2,REC_D7494D792B787144419CA8EA,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_A9B91A8952D7D85E4816FD2E,REC_EBFCED302E31078188724F4E,REC_FC9BA0E2B2F3BAE50224C524,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_FD2B2076C511255B237993A6,REC_65375F037793992FA4D60219,REC_25FD0D3DA93D13397A80C4E7,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_BEFE59FC14B50AC5BEACEBBA,REC_65375F037793992FA4D60219,REC_270F2997E801874D0F16F9A4,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_9E2DD9ED6B609E17B25A14E7,REC_25FD0D3DA93D13397A80C4E7,REC_270F2997E801874D0F16F9A4,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_1309C2D41868C8B2CAA46745,REC_F65AF8EEB7CEA8249C2CBEA4,REC_82186435787539EDA1EED260,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_7419D7A41A8A2150550C8AEC,REC_E6300983A3BC151664DF3E37,REC_5B3321CBD922B931572910BC,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_1F24190AE94DC1DED442ACE2,REC_F6B5A97F1B757CE52EF4A317,REC_0817E5643D28B32E8B390B5E,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_7899B8A5DD21E7670E64D556,REC_AEBDD3A324D17D14A4B5E936,REC_B702905F1C96EA8D5CC80A24,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_208CF95C21B0A33B574B85FC,REC_AEBDD3A324D17D14A4B5E936,REC_4E2F3B6847843335C09B488E,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_AD08B7B188CAB0A76B3D2703,REC_4E2F3B6847843335C09B488E,REC_B702905F1C96EA8D5CC80A24,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_F91CC349A542667D2F7B04B9,REC_AB3581C7B24549F000046D44,REC_177C31E5C3CD09755AA9C165,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_4669E6F88F3A3437551AE63D,REC_CB442CCAF3F51FE677F31EE8,REC_4986BFB203F68FCEA9D42827,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_E3B58E2565BFCDA8A8F0461F,REC_CB442CCAF3F51FE677F31EE8,REC_D7083650FC99C6D51C967755,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_EBCD213BAC6860B316CDFAF3,REC_4986BFB203F68FCEA9D42827,REC_D7083650FC99C6D51C967755,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_9C64C63E801AD8583BB15422,REC_1E6B300AC3A37207FDD5D733,REC_3BFB70FC0550D8593F0A7B97,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_6F4EB3D17A0D18FF92C60128,REC_1CC474D4B597A1B16495C9C9,REC_33A3E54F2142C006449FE0A9,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_678621D05356EB6D606C0F59,REC_1CC474D4B597A1B16495C9C9,REC_7A169D972C32F88454A3E913,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_BC7ADD4A6EAF134A6CE0ED78,REC_33A3E54F2142C006449FE0A9,REC_7A169D972C32F88454A3E913,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_A0FE7D8E1EB3F0231854DFD6,REC_33A3E54F2142C006449FE0A9,REC_088D253C36CEFAFDB3B21EE5,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_DD6A00ADCEE8A7F754EB77C5,REC_088D253C36CEFAFDB3B21EE5,REC_7A169D972C32F88454A3E913,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_B2470BA67BCAB1C4E80AE0A3,REC_0AD757567735FC38BA720AC5,REC_C898BD720033D5C244A59851,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_3D5B176C81E91719F14A568D,REC_0D8C852A421A8081A1A00E83,REC_09165E980A1885876FB20C28,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_4246DB9933B30CF880DC0367,REC_F480306D70CE02ECBBF64892,REC_0ABF14BFFAF548BFE7F210EE,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_6D688CF41A356FB60C6ECA13,REC_D1B91E20E0055E46E9AC4A06,REC_D4819A9C14DFF35B98DBF8DB,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_259229C79B42AD658D9F72FC,REC_A4DD8B7DC88C9B3645DCC76C,REC_191DC7C0EF0EE0F6D6946147,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_0F9950A6C3AEBB2CC5E09F71,REC_D9AFD1C83E55E951A5D8DB63,REC_0A1D0FB170EB608E797883FB,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_91F21F38740E73BAA6E04656,REC_D9AFD1C83E55E951A5D8DB63,REC_9C86669FA1E2FC04FC6B6444,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_67647F8D66FCD5D04BB7D36C,REC_0A1D0FB170EB608E797883FB,REC_9C86669FA1E2FC04FC6B6444,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_AD237E9710A8EF47FDBEFB49,REC_1F1369A619FAF02026A3DC61,REC_F4F6C075C576580803A29ECF,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_55512E151450F82EF2CB36FC,REC_AE13499FFFB6C4AB21F1835C,REC_0F7576EF7BBEBFF1CFF8E1F1,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_12470580EA870026C9FFB5DC,REC_F62A4E4367CFA2962C48EFC2,REC_476FCDC8D57BD72D52792711,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_8E877BA29184EA0395912E4E,REC_339435017A85307519518D45,REC_65BEC0EB7C5421CA7632E621,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_901FC45D3A490FBEE2F15B4F,REC_339435017A85307519518D45,REC_297888317C394A59F4D827E1,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_BAE48803533E4B52BE531BB6,REC_65BEC0EB7C5421CA7632E621,REC_297888317C394A59F4D827E1,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_094962237D0A478873F0115E,REC_47496625ECCC15FA498DC6EE,REC_8A3668B21253FD60620EB8E9,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_478D61F8F00CF7C55F61ECDA,REC_20F7DCB5A857E96F5708CE0B,REC_497F4E6EF3FE468693321FAB,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_D718AF5B458CEFB1E034C7AB,REC_894E4E7214772905344EDA98,REC_3C4FD05E19EAE3387F75D29C,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_47029171D05DF714398FF292,REC_894E4E7214772905344EDA98,REC_3A829105D14A37E97452E214,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_6E2DB218DE2C63912CBC5DB3,REC_3C4FD05E19EAE3387F75D29C,REC_3A829105D14A37E97452E214,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_18BA093617BEBF58BE1E0C3F,REC_3059F92F7160A84015921314,REC_2F3F6D72451E8C43E50F5999,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_7980CBE7DA190CF2543688BC,REC_661AFC32FB6997D400E66169,REC_EEF17A81E5C09954E830A22E,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_AB2CC80DC41CDE5068267975,REC_661AFC32FB6997D400E66169,REC_299606771762F21E64902B45,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_C268457F02F4FB6FF31274F9,REC_EEF17A81E5C09954E830A22E,REC_299606771762F21E64902B45,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_5828BD9D062BF1B2EED8D1EE,REC_E21E2ECC92F7CD3AD40208F0,REC_79931E5745BE634C1EAD4C10,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_5A982B2A47E839A6591B86D4,REC_CC4AB1C8B25D03E2B3D47875,REC_610A2C2A6832E0A34161B938,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_A2852346D67B3A85A5C8EAF5,REC_1EAA83D78D7DEFA7687325C9,REC_166EE800B341915A87B8A80D,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_8F4D912831E94FAD6FE199FE,REC_576B86CA9E573FAF8B670CAE,REC_1E83ACB17DFDD50A41C2AFC4,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_34F96591071212609F3B8455,REC_576B86CA9E573FAF8B670CAE,REC_E8C8499395B01D619777ECD9,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_34EB2D0A091701CB5D5B2289,REC_1E83ACB17DFDD50A41C2AFC4,REC_E8C8499395B01D619777ECD9,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_C439D01D7C0A8706BF42A1C6,REC_1E83ACB17DFDD50A41C2AFC4,REC_86CC9E37FE12276C728AF40E,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_A14843DA137FCC7CC3482E6B,REC_86CC9E37FE12276C728AF40E,REC_E8C8499395B01D619777ECD9,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_697CB3B08074991FD4B44720,REC_E8C25F229A681AD7768C2BE4,REC_E4D69261818F7AB2B44E3A4F,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_9B46980FCE3DB3CBC518F7E8,REC_075B7E4081A8579AD29D4609,REC_4D60DCE5E2CE2B00C3AC265B,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_94323324BA37050976245631,REC_075B7E4081A8579AD29D4609,REC_0AF9D34341A2A8EE7257BC57,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_65C3A935D6BC8496F84D8B50,REC_0AF9D34341A2A8EE7257BC57,REC_4D60DCE5E2CE2B00C3AC265B,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_E50D1A796074E429571FE3DD,REC_C92FE5DD7CA64CC365115852,REC_A2166CE0C804ADFFE24137CB,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_CDB6BD762F6A06FA12095DCE,REC_D3D54B85D90B676085AD072D,REC_9563DB0A92E4581B60B878BA,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_D0334959C7C5DD59D6AB3ECA,REC_0ED9834A2E053926B7CBA739,REC_282899FD7E24B8FC2B7F5652,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_AC42577B0D84529E1EFD1F55,REC_FF759BD26629190B6163F3F0,REC_881732F4BC2EC3922E196603,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_FE23EA15FBE8C249BCE69972,REC_B8CDA106F5182E8238D86114,REC_DF8C1BE2076E693D6929EE35,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_B94B80E72D3B47196A81149B,REC_B8CDA106F5182E8238D86114,REC_BEA4C449DACB966FF7A4D038,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_E668DD049292B58A32D845A5,REC_DF8C1BE2076E693D6929EE35,REC_BEA4C449DACB966FF7A4D038,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_14A16849732A941C2A430E80,REC_4B1E5DE67CBD156C824FAC83,REC_81FFFEFED7F0364FF10D1172,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_D4A21524934302E53BDD6438,REC_B5892EDDD5CEB1519A6F8676,REC_9F048D091BE17D8D44F52EFC,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_1F0D151ECF5FAD556368D573,REC_2A27DED0FD53A6A2D89467AB,REC_2B08F1FB5418FC7C80155EF1,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_A2928EF234EBDB842403BA0A,REC_2A27DED0FD53A6A2D89467AB,REC_50860DAF9073919C9A28F454,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_4160D5AFF331D665DB64CC2C,REC_2B08F1FB5418FC7C80155EF1,REC_50860DAF9073919C9A28F454,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_615EE83131D9C2D5A0D61075,REC_F61F449F5122DB71475335FE,REC_3DDAEB4A28963E209607EA09,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_99A5A15033B653D5A733E282,REC_5C5BA81B042D77E6B4FD6086,REC_607C652794FE2B3AEA8744F8,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_048F0B9B5E7BA1D572F0DDFE,REC_8D49BCC19CD2D49223C8B9AA,REC_BFC20B092EBB658014ECB740,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
